City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
630,Ganzhou,CN,59.09,scattered clouds,28.8184,115.4327,Laotou Farm Restaurant Hostel
632,Aswan,EG,55.02,clear sky,24.0934,32.907,Nuba Nile
633,Portland,US,46.99,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
635,Pisco,PE,71.6,broken clouds,-13.7,-76.2167,Hotel San Isidro Oficial
638,Kaduna,NG,67.69,overcast clouds,10.5222,7.4383,HAMDALA HOTEL
641,Addis Abeba,ET,53.92,overcast clouds,9.025,38.7469,King's Hotel
642,Lipari,IT,61.0,scattered clouds,38.4674,14.954,Hotel Villa Diana Soc. Clelia Hunziker s.a.s.
644,Sidlaghatta,IN,55.4,mist,13.3881,77.8628,Murli Dhara
645,Santa Cruz De Tenerife,ES,59.0,overcast clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
646,Abu Kamal,SY,51.19,clear sky,34.4506,40.9171,محطة التلفاز
647,Nhamunda,BR,76.51,scattered clouds,-2.1861,-56.7131,Pousada Da Praia
650,Lemoore,US,59.0,haze,36.3008,-119.7829,Travelodge by Wyndham Lemoore Near Naval Air Station
